timestamp,temperatura_c,humedad_relativa_pct,direccion_viento_grados,velocidad_viento_nudos,visibilidad_millas,indicador_valor_faltante
2025-02-18 09:00:00-03,19.00,48.83,160.0,8.00,6.21,f
2025-02-18 10:00:00-03,19.00,45.60,150.0,6.00,6.21,f
2025-02-18 11:00:00-03,20.00,45.88,150.0,5.00,6.21,f
2025-02-18 12:00:00-03,20.00,45.88,150.0,6.00,6.21,f
2025-02-18 13:00:00-03,21.00,43.13,170.0,4.00,6.21,f
2025-02-18 14:00:00-03,21.00,46.16,160.0,6.00,6.21,f
2025-02-18 15:00:00-03,21.00,46.16,160.0,9.00,6.21,f
2025-02-18 16:00:00-03,21.00,46.16,160.0,7.00,6.21,f
2025-02-18 17:00:00-03,20.00,49.10,160.0,6.00,6.21,f
2025-02-18 18:00:00-03,19.00,52.25,140.0,5.00,6.21,f
2025-02-18 19:00:00-03,19.00,55.88,160.0,4.00,6.21,f
2025-02-18 20:00:00-03,18.00,59.50,140.0,3.00,6.21,f
2025-02-18 21:00:00-03,18.00,63.60,130.0,3.00,6.21,f
2025-02-18 22:00:00-03,18.00,63.60,100.0,3.00,6.21,f
2025-02-18 23:00:00-03,17.00,67.75,60.0,5.00,6.21,f
2025-02-19 00:00:00-03,16.00,67.54,60.0,5.00,6.21,f
2025-02-19 01:00:00-03,16.00,67.54,60.0,6.00,6.21,f
2025-02-19 02:00:00-03,16.00,67.54,50.0,3.00,6.21,f
2025-02-19 03:00:00-03,14.00,82.12,30.0,4.00,6.21,f
2025-02-19 04:00:00-03,13.00,93.65,20.0,3.00,6.21,f
2025-02-19 05:00:00-03,13.00,93.65,20.0,4.00,6.21,f
2025-02-19 06:00:00-03,12.00,100.00,10.0,3.00,6.21,f
2025-02-19 07:00:00-03,13.00,100.00,20.0,3.00,6.21,f
2025-02-19 08:00:00-03,16.00,82.37,20.0,6.00,6.21,f
2025-02-19 09:00:00-03,19.00,72.74,360.0,7.00,6.21,f
2025-02-19 10:00:00-03,22.00,64.48,350.0,5.00,6.21,f
2025-02-19 11:00:00-03,24.00,50.17,350.0,6.00,6.21,f
2025-02-19 12:00:00-03,25.00,41.42,10.0,3.00,6.21,f
2025-02-19 13:00:00-03,26.00,47.52,180.0,7.00,6.21,f
2025-02-19 14:00:00-03,26.00,47.52,170.0,8.00,6.21,f
2025-02-19 15:00:00-03,26.00,47.52,180.0,8.00,6.21,f
2025-02-19 16:00:00-03,26.00,47.52,170.0,8.00,6.21,f
2025-02-19 17:00:00-03,26.00,47.52,140.0,10.00,6.21,f
2025-02-19 18:00:00-03,25.00,53.80,130.0,10.00,6.21,f
2025-02-19 19:00:00-03,24.00,60.90,130.0,9.00,6.21,f
2025-02-19 20:00:00-03,22.00,73.27,120.0,10.00,6.21,f
2025-02-19 21:00:00-03,22.00,83.09,110.0,9.00,6.21,f
2025-02-19 22:00:00-03,22.00,88.43,100.0,8.00,6.21,f
2025-02-19 23:00:00-03,22.00,83.09,80.0,4.00,6.21,f
2025-02-20 00:00:00-03,20.00,82.86,50.0,3.00,6.21,f
2025-02-20 01:00:00-03,20.00,82.86,60.0,10.00,6.21,f
2025-02-20 02:00:00-03,20.00,88.26,30.0,6.00,6.21,f
2025-02-20 03:00:00-03,19.00,100.00,30.0,5.00,6.21,f
2025-02-20 04:00:00-03,19.00,100.00,20.0,4.00,6.21,f
2025-02-20 05:00:00-03,19.00,100.00,30.0,6.00,6.21,f
2025-02-20 06:00:00-03,19.00,100.00,40.0,6.00,6.21,f
2025-02-20 07:00:00-03,20.00,100.00,50.0,5.00,6.21,f
2025-02-20 08:00:00-03,22.00,94.06,40.0,8.00,6.21,f
2025-02-20 09:00:00-03,24.00,83.32,20.0,7.00,6.21,f
2025-02-20 10:00:00-03,26.00,69.52,20.0,7.00,6.21,f
2025-02-20 11:00:00-03,28.00,58.08,20.0,9.00,6.21,f
2025-02-20 12:00:00-03,30.00,45.61,20.0,7.00,6.21,f
2025-02-20 13:00:00-03,31.00,40.41,50.0,6.00,6.21,f
2025-02-20 14:00:00-03,30.00,58.55,130.0,8.00,6.21,f
2025-02-20 15:00:00-03,30.00,58.55,130.0,11.00,6.21,f
2025-02-20 16:00:00-03,29.00,62.03,120.0,15.00,6.21,f
2025-02-20 17:00:00-03,29.00,65.95,120.0,12.00,6.21,f
2025-02-20 18:00:00-03,28.00,69.90,110.0,12.00,6.21,f
2025-02-20 19:00:00-03,27.00,78.76,110.0,10.00,6.21,f
2025-02-20 20:00:00-03,26.00,83.55,100.0,7.00,6.21,f
2025-02-20 21:00:00-03,26.00,73.95,60.0,6.00,6.21,f
2025-02-20 22:00:00-03,26.00,65.33,40.0,5.00,6.21,f
2025-02-20 23:00:00-03,26.00,65.33,40.0,6.00,6.21,f
2025-02-21 00:00:00-03,25.00,78.48,40.0,10.00,6.21,f
2025-02-21 01:00:00-03,24.00,83.32,30.0,7.00,6.21,f
2025-02-21 02:00:00-03,23.00,88.51,40.0,7.00,6.21,f
2025-02-21 03:00:00-03,22.00,94.06,30.0,8.00,6.21,f
2025-02-21 04:00:00-03,22.00,94.06,30.0,7.00,6.21,f
2025-02-21 05:00:00-03,22.00,94.06,20.0,6.00,6.21,f
2025-02-21 06:00:00-03,21.00,100.00,20.0,7.00,6.21,f
2025-02-21 07:00:00-03,21.00,100.00,20.0,7.00,6.21,f
2025-02-21 08:00:00-03,23.00,94.10,20.0,7.00,6.21,f
2025-02-21 09:00:00-03,26.00,78.62,20.0,9.00,6.21,f
2025-02-21 10:00:00-03,30.00,58.55,350.0,8.00,6.21,f
2025-02-21 11:00:00-03,32.00,49.10,350.0,8.00,6.21,f
2025-02-21 12:00:00-03,33.00,40.96,310.0,7.00,6.21,f
2025-02-21 13:00:00-03,35.00,36.63,340.0,7.00,6.21,f
2025-02-21 14:00:00-03,35.00,41.50,50.0,3.00,6.21,f
2025-02-21 15:00:00-03,35.00,39.00,180.0,8.00,6.21,f
2025-02-21 16:00:00-03,34.00,46.67,140.0,7.00,6.21,f
2025-02-21 17:00:00-03,33.00,46.41,120.0,9.00,6.21,f
2025-02-21 18:00:00-03,30.00,55.04,120.0,10.00,6.21,f
2025-02-21 19:00:00-03,29.00,62.03,110.0,10.00,6.21,f
2025-02-21 20:00:00-03,29.00,62.03,110.0,8.00,6.21,f
2025-02-21 21:00:00-03,28.00,69.90,100.0,7.00,6.21,f
2025-02-21 22:00:00-03,28.00,61.81,20.0,7.00,6.21,f
2025-02-21 23:00:00-03,28.00,61.81,30.0,5.00,6.21,f
2025-02-22 00:00:00-03,28.00,65.74,60.0,6.00,6.21,f
2025-02-22 01:00:00-03,27.00,74.11,130.0,4.00,6.21,f
2025-02-22 02:00:00-03,25.00,83.44,0.0,0.00,6.21,f
2025-02-22 03:00:00-03,25.00,88.67,20.0,14.00,6.21,f
2025-02-22 04:00:00-03,26.00,78.62,20.0,9.00,6.21,f
2025-02-22 05:00:00-03,26.00,78.62,10.0,11.00,6.21,f
2025-02-22 06:00:00-03,25.00,83.44,20.0,7.00,6.21,f
2025-02-22 07:00:00-03,24.00,88.59,360.0,5.00,6.21,f
2025-02-22 08:00:00-03,25.00,83.44,360.0,8.00,6.21,f
2025-02-22 09:00:00-03,27.00,65.54,360.0,10.00,6.21,f
2025-02-22 10:00:00-03,29.00,58.32,340.0,10.00,6.21,f
2025-02-22 11:00:00-03,30.00,55.04,350.0,10.00,6.21,f
2025-02-22 12:00:00-03,30.00,58.55,350.0,10.00,6.21,f
2025-02-22 13:00:00-03,30.00,58.55,360.0,10.00,6.21,f
2025-02-22 14:00:00-03,31.00,55.29,360.0,6.00,6.21,f
2025-02-22 15:00:00-03,31.00,55.29,330.0,6.00,6.21,f
2025-02-22 16:00:00-03,31.00,55.29,340.0,6.00,6.21,f
2025-02-22 17:00:00-03,32.00,49.10,70.0,6.00,6.21,f
2025-02-22 18:00:00-03,29.00,74.44,160.0,8.00,6.21,f
2025-02-22 19:00:00-03,28.00,78.90,180.0,6.00,6.21,f
2025-02-22 20:00:00-03,27.00,83.66,130.0,6.00,6.21,f
2025-02-22 21:00:00-03,26.00,88.75,80.0,3.00,6.21,f
2025-02-22 22:00:00-03,25.00,88.67,0.0,0.00,6.21,f
2025-02-22 23:00:00-03,24.00,83.32,30.0,4.00,6.21,f
2025-02-23 00:00:00-03,23.00,88.51,20.0,5.00,6.21,f
2025-02-23 01:00:00-03,22.00,88.43,30.0,3.00,6.21,f
2025-02-23 02:00:00-03,23.00,94.10,30.0,6.00,6.21,f
2025-02-23 03:00:00-03,23.00,94.10,40.0,7.00,6.21,f
2025-02-23 04:00:00-03,22.00,100.00,50.0,4.00,6.21,f
2025-02-23 05:00:00-03,22.00,100.00,0.0,0.00,6.21,f
2025-02-23 06:00:00-03,22.00,100.00,0.0,0.00,6.21,f
2025-02-23 07:00:00-03,22.00,100.00,30.0,6.00,6.21,f
2025-02-23 08:00:00-03,23.00,100.00,30.0,4.00,6.21,f
2025-02-23 09:00:00-03,25.00,88.67,360.0,8.00,6.21,f
2025-02-23 10:00:00-03,28.00,74.28,350.0,5.00,6.21,f
2025-02-23 11:00:00-03,30.00,62.25,360.0,2.00,6.21,f
2025-02-23 12:00:00-03,29.00,74.44,140.0,7.00,6.21,f
2025-02-23 13:00:00-03,31.00,62.47,50.0,3.00,6.21,f
2025-02-23 14:00:00-03,35.00,41.50,10.0,8.00,6.21,f
2025-02-23 15:00:00-03,34.00,41.23,360.0,5.00,6.21,f
2025-02-23 16:00:00-03,32.00,62.68,150.0,9.00,6.21,f
2025-02-23 17:00:00-03,33.00,52.48,100.0,8.00,6.21,f
2025-02-23 18:00:00-03,32.00,55.53,120.0,8.00,6.21,f
2025-02-23 19:00:00-03,29.00,70.08,110.0,7.00,6.21,f
2025-02-23 20:00:00-03,28.00,74.28,250.0,3.00,6.21,f
2025-02-23 21:00:00-03,28.00,69.90,30.0,3.00,6.21,f
2025-02-23 22:00:00-03,27.00,65.54,30.0,4.00,6.21,f
2025-02-23 23:00:00-03,27.00,65.54,30.0,7.00,6.21,f
2025-02-24 00:00:00-03,26.00,73.95,40.0,7.00,6.21,f
2025-02-24 01:00:00-03,25.00,88.67,50.0,9.00,6.21,f
2025-02-24 02:00:00-03,24.00,94.14,30.0,10.00,6.21,f
2025-02-24 03:00:00-03,24.00,94.14,40.0,11.00,6.21,f
2025-02-24 04:00:00-03,24.00,94.14,40.0,7.00,6.21,f
2025-02-24 05:00:00-03,23.00,100.00,30.0,6.00,6.21,f
2025-02-24 06:00:00-03,23.00,100.00,30.0,7.00,6.21,f
2025-02-24 07:00:00-03,23.00,100.00,30.0,9.00,6.21,f
2025-02-24 08:00:00-03,24.00,100.00,340.0,2.00,6.21,f
2025-02-24 09:00:00-03,26.00,88.75,340.0,3.00,6.21,f
2025-02-24 10:00:00-03,26.00,88.75,320.0,3.00,6.21,f
2025-02-24 11:00:00-03,27.00,83.66,0.0,0.00,6.21,f
2025-02-24 12:00:00-03,28.00,83.77,50.0,4.00,6.21,f
2025-02-24 13:00:00-03,30.00,74.61,350.0,3.00,6.21,f
2025-02-24 14:00:00-03,31.00,70.45,110.0,5.00,6.21,f
2025-02-24 15:00:00-03,30.00,74.61,190.0,10.00,6.21,f
2025-02-24 16:00:00-03,31.00,55.29,270.0,10.00,6.21,f
2025-02-24 17:00:00-03,29.00,58.32,290.0,5.00,6.21,f
2025-02-24 18:00:00-03,28.00,61.81,340.0,3.00,6.21,f
2025-02-24 19:00:00-03,28.00,61.81,40.0,3.00,6.21,f
2025-02-24 20:00:00-03,27.00,69.71,180.0,8.00,6.21,f
2025-02-24 21:00:00-03,27.00,83.66,0.0,0.00,6.21,f
2025-02-24 22:00:00-03,26.00,94.23,120.0,8.00,6.21,f
2025-02-24 23:00:00-03,25.00,94.19,80.0,4.00,6.21,f
2025-02-25 00:00:00-03,25.00,94.19,80.0,6.00,6.21,f
2025-02-25 01:00:00-03,25.00,88.67,90.0,6.00,6.21,f
2025-02-25 02:00:00-03,25.00,83.44,60.0,4.00,6.21,f
2025-02-25 03:00:00-03,25.00,88.67,70.0,6.00,6.21,f
2025-02-25 04:00:00-03,25.00,88.67,60.0,8.00,6.21,f
2025-02-25 05:00:00-03,25.00,88.67,50.0,4.00,6.21,f
2025-02-25 06:00:00-03,24.00,100.00,0.0,0.00,6.21,f
2025-02-25 07:00:00-03,24.00,100.00,0.0,0.00,6.21,f
2025-02-25 08:00:00-03,26.00,94.23,30.0,5.00,6.21,f
2025-02-25 09:00:00-03,27.00,88.83,350.0,7.00,6.21,f
2025-02-25 10:00:00-03,30.00,79.18,300.0,5.00,6.21,f
2025-02-25 11:00:00-03,30.00,79.18,210.0,10.00,6.21,f
2025-02-25 12:00:00-03,29.00,83.88,210.0,8.00,6.21,f
2025-02-25 13:00:00-03,31.00,74.77,270.0,10.00,6.21,f
2025-02-25 14:00:00-03,32.00,66.55,260.0,10.00,6.21,f
2025-02-25 15:00:00-03,30.00,74.61,250.0,10.00,6.21,f
2025-02-25 16:00:00-03,29.00,79.04,250.0,11.00,6.21,f
2025-02-25 17:00:00-03,28.00,78.90,230.0,10.00,6.21,f
2025-02-25 18:00:00-03,28.00,78.90,210.0,7.00,6.21,f
2025-02-25 19:00:00-03,27.00,83.66,170.0,5.00,6.21,f
2025-02-25 20:00:00-03,26.00,88.75,150.0,3.00,6.21,f
2025-02-25 21:00:00-03,26.00,94.23,0.0,0.00,6.21,f
2025-02-25 22:00:00-03,26.00,94.23,130.0,3.00,6.21,f
2025-02-25 23:00:00-03,25.00,100.00,0.0,0.00,6.21,f
2025-02-26 00:00:00-03,24.00,100.00,50.0,3.00,6.21,f
2025-02-26 01:00:00-03,25.00,100.00,50.0,4.00,6.21,f
2025-02-26 02:00:00-03,25.00,100.00,280.0,4.00,4.97,f
2025-02-26 03:00:00-03,24.00,100.00,210.0,3.00,4.35,f
2025-02-26 04:00:00-03,25.00,100.00,230.0,3.00,3.73,f
2025-02-26 05:00:00-03,25.00,100.00,0.0,0.00,6.21,f
2025-02-26 06:00:00-03,24.00,100.00,10.0,2.00,2.49,f
2025-02-26 07:00:00-03,24.00,100.00,0.0,0.00,3.11,f
2025-02-26 08:00:00-03,26.00,94.23,150.0,5.00,6.21,f
2025-02-26 09:00:00-03,27.00,88.83,160.0,9.00,6.21,f
2025-02-26 10:00:00-03,26.00,88.75,140.0,16.00,6.21,f
2025-02-26 11:00:00-03,25.00,88.67,130.0,16.00,6.21,f
2025-02-26 12:00:00-03,26.00,69.52,130.0,14.00,6.21,f
2025-02-26 13:00:00-03,26.00,69.52,130.0,14.00,6.21,f
2025-02-26 14:00:00-03,26.00,65.33,130.0,16.00,6.21,f
2025-02-26 15:00:00-03,26.00,69.52,130.0,16.00,6.21,f
2025-02-26 16:00:00-03,26.00,73.95,120.0,16.00,6.21,f
2025-02-26 17:00:00-03,25.00,78.48,130.0,15.00,6.21,f
2025-02-26 18:00:00-03,24.00,78.34,130.0,14.00,6.21,f
2025-02-26 19:00:00-03,24.00,78.34,130.0,14.00,6.21,f
2025-02-26 20:00:00-03,23.00,83.21,120.0,16.00,6.21,f
2025-02-26 21:00:00-03,23.00,83.21,120.0,17.00,6.21,f
2025-02-26 22:00:00-03,23.00,83.21,120.0,17.00,6.21,f
2025-02-26 23:00:00-03,23.00,78.19,110.0,16.00,6.21,f
2025-02-27 00:00:00-03,23.00,78.19,110.0,16.00,6.21,f
2025-02-27 01:00:00-03,23.00,83.21,110.0,14.00,6.21,f
2025-02-27 02:00:00-03,23.00,78.19,100.0,14.00,6.21,f
2025-02-27 03:00:00-03,22.00,83.09,90.0,14.00,6.21,f
2025-02-27 04:00:00-03,22.00,88.43,100.0,11.00,6.21,f
2025-02-27 05:00:00-03,22.00,88.43,110.0,12.00,6.21,f
2025-02-27 06:00:00-03,22.00,88.43,100.0,12.00,6.21,f
2025-02-27 07:00:00-03,22.00,88.43,90.0,13.00,6.21,f
2025-02-27 08:00:00-03,24.00,83.32,100.0,14.00,6.21,f
2025-02-27 09:00:00-03,24.00,83.32,90.0,13.00,6.21,f
2025-02-27 10:00:00-03,25.00,83.44,100.0,12.00,6.21,f
2025-02-27 11:00:00-03,27.00,74.11,110.0,11.00,6.21,f
2025-02-27 12:00:00-03,28.00,69.90,110.0,12.00,6.21,f
2025-02-27 13:00:00-03,28.00,74.28,120.0,12.00,6.21,f
2025-02-27 14:00:00-03,27.00,83.66,110.0,11.00,5.59,f
2025-02-27 15:00:00-03,28.00,78.90,110.0,12.00,6.21,f
2025-02-27 16:00:00-03,28.00,78.90,120.0,10.00,6.21,f
2025-02-27 17:00:00-03,28.00,74.28,110.0,12.00,6.21,f
2025-02-27 18:00:00-03,30.00,66.15,70.0,10.00,6.21,f
2025-02-27 19:00:00-03,29.00,65.95,70.0,8.00,6.21,f
2025-02-27 20:00:00-03,27.00,78.76,80.0,10.00,6.21,f
2025-02-27 21:00:00-03,26.00,83.55,80.0,12.00,6.21,f
2025-02-27 22:00:00-03,25.00,88.67,80.0,12.00,6.21,f
2025-02-27 23:00:00-03,24.00,94.14,50.0,12.00,6.21,f
2025-02-28 00:00:00-03,24.00,94.14,40.0,8.00,6.21,f
2025-02-28 01:00:00-03,24.00,100.00,40.0,8.00,6.21,f
2025-02-28 02:00:00-03,24.00,100.00,40.0,6.00,6.21,f
2025-02-28 03:00:00-03,24.00,100.00,40.0,6.00,6.21,f
2025-02-28 04:00:00-03,24.00,100.00,40.0,6.00,6.21,f
2025-02-28 05:00:00-03,24.00,100.00,40.0,6.00,6.21,f
2025-02-28 06:00:00-03,24.00,100.00,40.0,6.00,6.21,f
2025-02-28 07:00:00-03,24.00,100.00,30.0,6.00,6.21,f
2025-02-28 08:00:00-03,25.00,94.19,10.0,5.00,6.21,f
2025-02-28 09:00:00-03,27.00,88.83,360.0,8.00,6.21,f
2025-02-28 10:00:00-03,29.00,79.04,360.0,6.00,6.21,f
2025-02-28 11:00:00-03,31.00,70.45,330.0,5.00,6.21,f
2025-02-28 12:00:00-03,30.00,74.61,320.0,3.00,6.21,f
2025-02-28 13:00:00-03,28.00,83.77,140.0,7.00,6.21,f
2025-02-28 14:00:00-03,23.00,100.00,110.0,13.00,4.97,f
2025-02-28 15:00:00-03,27.00,83.66,70.0,5.00,6.21,f
2025-02-28 16:00:00-03,27.00,83.66,110.0,7.00,6.21,f
2025-02-28 17:00:00-03,26.00,88.75,130.0,4.00,4.35,f
2025-02-28 18:00:00-03,23.00,100.00,80.0,5.00,4.97,f
2025-02-28 19:00:00-03,24.00,94.14,80.0,6.00,6.21,f
2025-02-28 20:00:00-03,24.00,94.14,70.0,6.00,6.21,f
2025-02-28 21:00:00-03,24.00,100.00,30.0,7.00,6.21,f
2025-02-28 22:00:00-03,24.00,100.00,40.0,9.00,5.59,f
2025-02-28 23:00:00-03,23.00,100.00,30.0,7.00,5.59,f
2025-03-01 00:00:00-03,23.00,100.00,10.0,3.00,6.21,f
2025-03-01 01:00:00-03,23.00,100.00,30.0,7.00,6.21,f
2025-03-01 02:00:00-03,24.00,100.00,30.0,9.00,5.59,f
2025-03-01 03:00:00-03,24.00,100.00,20.0,13.00,3.11,f
2025-03-01 04:00:00-03,23.00,100.00,340.0,15.00,4.97,f
2025-03-01 05:00:00-03,22.00,100.00,350.0,12.00,6.21,f
2025-03-01 06:00:00-03,22.00,100.00,10.0,10.00,6.21,f
2025-03-01 07:00:00-03,21.00,100.00,330.0,8.00,6.21,f
2025-03-01 08:00:00-03,21.00,100.00,320.0,8.00,6.21,f
2025-03-01 09:00:00-03,22.00,100.00,330.0,9.00,6.21,f
2025-03-01 10:00:00-03,23.00,100.00,330.0,10.00,6.21,f
2025-03-01 11:00:00-03,24.00,94.14,320.0,15.00,6.21,f
2025-03-01 12:00:00-03,25.00,88.67,320.0,12.00,6.21,f
2025-03-01 13:00:00-03,24.00,94.14,310.0,12.00,6.21,f
2025-03-01 14:00:00-03,24.00,94.14,300.0,9.00,6.21,f
2025-03-01 15:00:00-03,25.00,83.44,300.0,12.00,6.21,f
2025-03-01 16:00:00-03,25.00,83.44,300.0,10.00,6.21,f
2025-03-01 17:00:00-03,26.00,83.55,300.0,10.00,6.21,f
2025-03-01 18:00:00-03,25.00,83.44,310.0,6.00,6.21,f
2025-03-01 19:00:00-03,24.00,88.59,310.0,3.00,6.21,f
2025-03-01 20:00:00-03,23.00,94.10,340.0,4.00,6.21,f
2025-03-01 21:00:00-03,22.00,100.00,340.0,2.00,6.21,f
2025-03-01 22:00:00-03,22.00,100.00,300.0,2.00,6.21,f
2025-03-01 23:00:00-03,21.00,100.00,310.0,2.00,6.21,f
2025-03-02 00:00:00-03,21.00,100.00,270.0,5.00,4.35,f
2025-03-02 01:00:00-03,22.00,100.00,0.0,0.00,4.97,f
2025-03-02 02:00:00-03,21.00,100.00,0.0,0.00,4.97,f
2025-03-02 03:00:00-03,22.00,100.00,0.0,0.00,5.59,f
2025-03-02 04:00:00-03,21.00,100.00,160.0,3.00,6.21,f
2025-03-02 05:00:00-03,21.00,94.01,130.0,6.00,6.21,f
2025-03-02 06:00:00-03,21.00,94.01,120.0,3.00,6.21,f
2025-03-02 07:00:00-03,21.00,100.00,110.0,4.00,6.21,f
2025-03-02 08:00:00-03,23.00,88.51,100.0,6.00,6.21,f
2025-03-02 09:00:00-03,23.00,88.51,70.0,6.00,6.21,f
2025-03-02 10:00:00-03,24.00,83.32,120.0,10.00,6.21,f
2025-03-02 11:00:00-03,25.00,83.44,110.0,10.00,6.21,f
2025-03-02 12:00:00-03,25.00,78.48,120.0,10.00,6.21,f
2025-03-02 13:00:00-03,24.00,88.59,120.0,10.00,6.21,f
2025-03-02 14:00:00-03,24.00,88.59,120.0,10.00,6.21,f
2025-03-02 15:00:00-03,24.00,88.59,120.0,10.00,6.21,f
2025-03-02 16:00:00-03,24.00,88.59,130.0,13.00,6.21,f
2025-03-02 17:00:00-03,24.00,94.14,120.0,16.00,6.21,f
2025-03-02 18:00:00-03,24.00,88.59,120.0,16.00,6.21,f
2025-03-02 19:00:00-03,23.00,94.10,120.0,16.00,6.21,f
2025-03-02 20:00:00-03,23.00,94.10,100.0,15.00,6.21,f
2025-03-02 21:00:00-03,23.00,94.10,90.0,13.00,6.21,f
2025-03-02 22:00:00-03,22.00,94.06,80.0,9.00,6.21,f
2025-03-02 23:00:00-03,22.00,94.06,80.0,8.00,6.21,f
2025-03-03 00:00:00-03,22.00,94.06,100.0,6.00,6.21,f
2025-03-03 01:00:00-03,22.00,88.43,100.0,5.00,6.21,f
2025-03-03 02:00:00-03,22.00,94.06,80.0,6.00,6.21,f
2025-03-03 03:00:00-03,22.00,94.06,40.0,5.00,6.21,f
2025-03-03 04:00:00-03,22.00,100.00,0.0,0.00,6.21,f
2025-03-03 05:00:00-03,21.00,100.00,0.0,0.00,6.21,f
2025-03-03 06:00:00-03,22.00,100.00,0.0,0.00,6.21,f
2025-03-03 07:00:00-03,22.00,100.00,70.0,4.00,4.35,f
2025-03-03 08:00:00-03,22.00,100.00,30.0,5.00,4.35,f
2025-03-03 09:00:00-03,22.00,100.00,340.0,7.00,1.86,f
2025-03-03 10:00:00-03,22.00,100.00,350.0,8.00,4.97,f
2025-03-03 11:00:00-03,22.00,100.00,350.0,9.00,4.97,f
2025-03-03 12:00:00-03,22.00,100.00,330.0,7.00,4.97,f
2025-03-03 13:00:00-03,22.00,100.00,350.0,7.00,3.11,f
2025-03-03 14:00:00-03,22.00,100.00,30.0,6.00,5.59,f
2025-03-03 15:00:00-03,22.00,100.00,340.0,6.00,2.49,f
2025-03-03 16:00:00-03,22.00,100.00,310.0,6.00,3.11,f
2025-03-03 17:00:00-03,21.00,100.00,310.0,3.00,6.21,f
2025-03-03 18:00:00-03,23.00,100.00,360.0,5.00,6.21,f
2025-03-03 19:00:00-03,22.00,100.00,360.0,6.00,6.21,f
2025-03-03 20:00:00-03,21.00,100.00,10.0,9.00,6.21,f
2025-03-03 21:00:00-03,22.00,100.00,330.0,8.00,6.21,f
2025-03-03 22:00:00-03,21.00,100.00,360.0,5.00,6.21,f
2025-03-03 23:00:00-03,22.00,100.00,40.0,6.00,6.21,f
2025-03-04 00:00:00-03,22.00,100.00,170.0,6.00,6.21,f
2025-03-04 01:00:00-03,22.00,100.00,160.0,8.00,6.21,f
2025-03-04 02:00:00-03,22.00,100.00,130.0,8.00,6.21,f
2025-03-04 03:00:00-03,22.00,100.00,100.0,9.00,6.21,f
2025-03-04 04:00:00-03,22.00,100.00,110.0,8.00,6.21,f
2025-03-04 05:00:00-03,22.00,100.00,120.0,5.00,6.21,f
2025-03-04 06:00:00-03,21.00,100.00,340.0,2.00,3.11,f
2025-03-04 07:00:00-03,21.00,100.00,0.0,0.00,5.59,f
2025-03-04 08:00:00-03,23.00,100.00,50.0,3.00,6.21,f
2025-03-04 09:00:00-03,25.00,94.19,70.0,5.00,6.21,f
2025-03-04 10:00:00-03,28.00,83.77,80.0,2.00,6.21,f
2025-03-04 11:00:00-03,28.00,83.77,140.0,6.00,6.21,f
2025-03-04 12:00:00-03,28.00,83.77,150.0,7.00,6.21,f
2025-03-04 13:00:00-03,29.00,83.88,120.0,10.00,6.21,f
2025-03-04 14:00:00-03,29.00,79.04,110.0,7.00,6.21,f
2025-03-04 15:00:00-03,29.00,83.88,100.0,7.00,6.21,f
2025-03-04 16:00:00-03,26.00,88.75,190.0,17.00,6.21,f
2025-03-04 17:00:00-03,23.00,100.00,180.0,13.00,4.97,f
2025-03-04 18:00:00-03,23.00,100.00,120.0,14.00,4.97,f
2025-03-04 19:00:00-03,23.00,100.00,120.0,11.00,6.21,f
2025-03-04 20:00:00-03,23.00,100.00,120.0,12.00,6.21,f
2025-03-04 21:00:00-03,24.00,100.00,120.0,12.00,6.21,f
2025-03-04 22:00:00-03,23.00,100.00,130.0,3.00,6.21,f
2025-03-04 23:00:00-03,23.00,94.10,30.0,4.00,6.21,f
2025-03-05 00:00:00-03,23.00,94.10,30.0,6.00,6.21,f
2025-03-05 01:00:00-03,24.00,88.59,360.0,4.00,6.21,f
2025-03-05 02:00:00-03,24.00,94.14,40.0,10.00,6.21,f
2025-03-05 03:00:00-03,24.00,94.14,40.0,10.00,6.21,f
2025-03-05 04:00:00-03,24.00,100.00,40.0,8.00,6.21,f
2025-03-05 05:00:00-03,24.00,94.14,20.0,6.00,6.21,f
2025-03-05 06:00:00-03,23.00,100.00,20.0,2.00,6.21,f
2025-03-05 07:00:00-03,23.00,100.00,30.0,4.00,6.21,f
2025-03-05 08:00:00-03,24.00,100.00,40.0,2.00,6.21,f
2025-03-05 09:00:00-03,27.00,88.83,40.0,5.00,6.21,f
2025-03-05 10:00:00-03,29.00,83.88,50.0,3.00,6.21,f
2025-03-05 11:00:00-03,31.00,74.77,50.0,6.00,6.21,f
2025-03-05 12:00:00-03,33.00,70.81,40.0,10.00,6.21,f
2025-03-05 13:00:00-03,34.00,63.11,60.0,8.00,6.21,f
2025-03-05 14:00:00-03,33.00,70.81,130.0,7.00,6.21,f
2025-03-05 15:00:00-03,32.00,74.93,140.0,10.00,6.21,f
2025-03-05 16:00:00-03,33.00,70.81,120.0,10.00,6.21,f
2025-03-05 17:00:00-03,33.00,66.75,110.0,10.00,6.21,f
2025-03-05 18:00:00-03,32.00,70.63,120.0,8.00,6.21,f
2025-03-05 19:00:00-03,30.00,79.18,120.0,7.00,6.21,f
2025-03-05 20:00:00-03,28.00,88.90,110.0,7.00,6.21,f
2025-03-05 21:00:00-03,28.00,88.90,100.0,6.00,6.21,f
2025-03-05 22:00:00-03,29.00,83.88,70.0,6.00,6.21,f
2025-03-05 23:00:00-03,28.00,88.90,50.0,6.00,6.21,f
2025-03-06 00:00:00-03,28.00,94.31,50.0,7.00,6.21,f
